user_name,user_name_href,user_self_content,user_self_zhuanfa_num,user_self_pl_num,user_self_like_num,user_post_datetime,user_post_href,score,label,fens,guanz,gender,ip_adress
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日媒称限制日本水产将让中国餐厅经营困难，要求取消限制日本媒体在19日报道，中国在今个月开始，对日本进口水产进入全面的辐射检测，令进口时间大幅增长。该媒体访问一间在北京开店的日本料理负责人，负责人指：「就如海胆一样吧，三日就会融化了。因此在完成通关都用不了，这对整个业界都有影响。」 ?  展开c,63,239,1926,07月21日 00:00,https://weibo.com/1112928761/NaNkQajx5?refer_flag=1001030103_,0.890068551,positive,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日裔教授称饮用核污水并非处理的好方法香港城市机械工程学系讲座教授、本是日本裔的日引俊词指日本排放核污水不会影响环境生态，其个人不介意饮用经处理的核废水（注意，他说的是核废水)。但所有被排放的核污水，政府都有责任监察，而饮用后会经排泄物排出体外，之后难以监察，因此并非处理的好方法。 ?  展开c,7,11,58,07月28日 00:25,https://weibo.com/5273350246/NbRJol2OJ?refer_flag=1001030103_,0.011127457,negative,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日本大米输华受阻，拟提出抗议日本共同社引述消息人士透露，中国对日本进口的水产启动放射性物质全面检测后，其他日本食品、包括大米亦因海关扣留而出现清关延迟，a于事态加剧，日本政府正在考虑就清关延迟向中方表明反对立场，提出抗议，并要求说明。日中贸易相关人士透露，中方并未说明，是否对水 ?  展开c,20,64,347,07月29日 08:24,https://weibo.com/7836345706/Nc4oO0aHO?refer_flag=1001030103_,0.45346032,neutral,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日本逻辑：直接排入海无污染，人喝完拉尿入海有污染。香港城市大学日裔教授，说日本核污水可以喝，但是为什么日本人不喝？因为喝了后，拉尿会排入大海，不好控制。果然，是日本人的逻辑。――日本人喝下去都过滤不干净的核污水，只要直接排入大海，就安全了？#日本核污水#深圳小天 ?,23,49,269,07月29日 09:57,https://weibo.com/6986285246/Nc4LXv5gG?refer_flag=1001030103_,0.016780582,negative,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日本政府对排放核污水污染全世界可以接受，对别人不肯吃核污染日本食品表示“不能接受”。 ?,35,59,397,07月30日 13:33,https://weibo.com/1112928761/NcfvczAL9?refer_flag=1001030103_,0.049714494,negative,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日本领事：香港在日本的形象已不太好，禁止日本食品将损害香港声誉香港环境及生态局早前表示，如日本排放核废水，特区政府会即时禁止来自东京、福岛、千叶等10个都县的水产品进口。日本驻港总领事冈田健一表示，若香港禁止日本食品进口，担心此举可能对香港声誉造成损害。他指「如果香港政府这样做， ?  展开c,13,26,80,08月05日 18:42,https://weibo.com/7836345706/NdcaaDP7H?refer_flag=1001030103_,0.999990499,positive,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,日本领事：香港在日本的形象已不太好，禁止日本食品将损害香港声誉香港环境及生态局早前表示，如日本排放核废水，特区政府会即时禁止来自东京、福岛、千叶等10个都县的水产品进口。日本驻港总领事冈田健一表示，若香港禁止日本食品进口，担心此举可能对香港声誉造成损害。他指「如果香港政府这样做， ?  展开c,34,118,857,08月05日 18:48,https://weibo.com/7836345706/NdcaaDP7H?refer_flag=1001030103_,0.999990499,positive,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,"香港饮食业界料三分一日菜馆或结业　香港餐饮联业协会会董、日式餐厅负责人陈强表示，日本政府月前宣亚愕购朔纤，业界生意已即时下跌一至两成，最近跌幅更扩大到四至五成，情况较疫情更为严重，估计日本倾倒核水后，香港现有逾4,000家日本餐厅中，有约三分之一将会结业，并指得悉有日本餐厅选择休业 ?  展开c",16,24,105,08月22日 22:20,https://weibo.com/7026533192/NfNN14yYW?refer_flag=1001030103_,0.999883959,positive,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,"无惧中国内地客大减，日本酒店称主要做欧美客生意《日经亚洲》报道，在邻近东京皇居的东京皇宫酒店， 1月至7月的平均每晚价格攀抵87,999日圆（约4372人民币），较疫情前上涨40%。东京帝国酒店集团社长定保英弥总裁表示：「考量到日圆走弱，酒店房价仍有进一步上涨的空间。」由于日本排放福岛核电厂 ?  展开c",10,50,392,09月04日 19:57,https://weibo.com/3167462347/NhLqpjuad?refer_flag=1001030103_,0.998264629,positive,114.9万,3710,男,广东
深海小天,https://weibo.com/1112928761?refer_flag=1001030103_,被问日本鱼生是否适宜食用，蔡澜U不会吃死人蔡澜日前现身马来西亚，在书展活动上举办问答环节，提到他最爱吃的榴猫山王。活动上有人问到日本的海鲜受到核污水污染，是否可以食用，若不吃海鲜，还可以吃甚么，他说U「很多，很多，不只是吃海鲜，如果你认为现在很危险不要吃，是一种想法，另一种想 ?  展开c,16,162,896,09月05日 19:24,https://weibo.com/3796510157/NhUCvp5lR?refer_flag=1001030103_,0.997684229,positive,114.9万,3710,男,广东
